"MlsNumber","LivingArea","YearBuilt","MunicipalTax","SchoolTax","CondoFees","HeatingEnergy","HeatingSystem","Proximity","SewageSystem","LotAssessment","BuildingAssessment","Pool","View","Garage","Parking","Zoning","Area","WaterSupply","LotDepth","LotFrontage","MunicipalAssessment","FloorCovering","Topography","Insurance"
"25631727",,"1951","6608$ (2012)","1425$ (2012)",,,"Hot water","Highway, Cegep, Elementary school, High school, Hospital, Park - green area, Bicycle path, Public transport, University","Municipal sewer",,,,,"Attached, Heated, Double width or more","Garage, (2 places), Outdoor, (2 places)","Residential","5885 PC","Municipality",,,"842,900$",,,
"25640658",,"1973","3211$ (2014)","662$ (2014)",,,"Space heating baseboards, Electric baseboard units","Highway, Church, Cegep, Elementary school, High school, Golf, Hospital, Park - green area, Bicycle path, Public transport","Municipal sewer",,,,,"Heated, Double width or more, Fitted","Garage, (2 places), Outdoor, (4 places)","Residential","7574 PC","Municipality",,,"386,700$",,,
"25653745","1950 PC","1900","3723$ (2014)","799$ (2014)",,,"Electric baseboard units","Highway, Cegep, Elementary school, High school, Golf, Hospital, Park - green area, Bicycle path, Public transport, University","Municipal sewer",,,,,,,"Residential","1677 PC","Municipality",,,"469,100$",,,
"25655046","850 PC","2011","2563$ (2014)","568$ (2014)",,,"Electric baseboard units","Highway, Cegep, Elementary school, High school, Park - green area, Bicycle path, Public transport, University","Municipal sewer",,,,,"Heated, Fitted","Garage, (1 place)","Residential",,"Municipality",,,"359,600$",,,
"25662159","634 PC","2012","2163$ (2014)","441$ (2014)",,,"Electric baseboard units",,"Municipal sewer",,,,,,,"Residential",,"Municipality",,,"253,100$",,,
"25666799","1133.43 PC","1900","2200$ (2014)","540$ (2014)",,,"Fire place","Highway, Elementary school, Bicycle path, Public transport","Municipal sewer",,,,,,"Outdoor, (1 place)","Residential","1430.52 PC","Municipality",,,"330,700$",,,
"25670116",,,"11240$ (2014)","574$ (2014)",,,,,"Municipal sewer",,,,,,,"Commercial",,"Municipality",,,"335,600$",,,
"25689148",,"1981","5403$ (2014)","1171$ (2014)",,,"Air circulation","Elementary school, High school, Hospital, Park - green area, Bicycle path, Cross-country skiing, Public transport","Municipal sewer",,,,,"Heated, Fitted, Single width","Garage, (1 place), Outdoor, (1 place)","Residential","5567 PC","With water meter, Municipality",,,"655,200$",,,
"25690953","518 PC","2008","1835$ (2014)","357$ (2013)",,,"Space heating baseboards","Highway, Metro Grocery Store, Bicycle path, Public transport, University","Municipal sewer",,,,"Panoramic, City",,,"Residential",,"Municipality",,,"232,500$",,,
"25700307",,"1993","3222$ (2014)","610$ (2014)",,,"Electric baseboard units","Highway, Elementary school, High school, Hospital, Park - green area, Public transport","Municipal sewer",,,,,"Heated, Fitted, Single width","Garage, (1 place), Outdoor, (3 places)","Residential","442.2 MC","Municipality",,,"359,600$",,,
"25704011","875 PC","1997","1729$ (2014)","356$ (2013)",,,"Electric baseboard units","Highway, Elementary school, High school, Park - green area, Bicycle path","Municipal sewer",,,,,,,"Residential",,"Municipality",,,"225,000$",,,
"25708205","1280 PC","1870","1451$ (2014)","299$ (2014)",,,"Space heating baseboards, Electric baseboard units","Highway, Lachine canal, Elementary school, Park - green area, Bicycle path, Public transport, University","Municipal sewer",,,,"Mountain, City",,,"Residential","2933.2 PC","Municipality",,,,,,
"25708765","897 PC","2007","3068$ (2014)","674$ (2014)",,,"Electric baseboard units","Highway, Hospital, Bicycle path, Public transport, University","Municipal sewer",,,,,"Heated, Single width","Garage, (1 place)","Residential",,"Municipality",,,"375,200$",,,
"25713779",,,"4435$ (2014)","754$ (2013)",,,"Electric baseboard units","Highway, Elementary school, High school, Hospital, Public transport","Municipal sewer",,,,,,,"Residential","438.1 MC","Municipality",,,"393,100$",,,
"25725211",,"1910","3105$ (2013)","631$ (2014)",,,"Electric baseboard units",,"Municipal sewer",,,,,,,"Residential","2500 PC","Municipality",,,"401,300$",,,
"25742101","67.3 MC","2013","$","$",,,,"Elementary school, High school, Park - green area, Bicycle path, Public transport","Municipal sewer",,,,,"Fitted","Garage, (1 place)","Residential","420.5 MC","Municipality",,,,,,
"25763771","960 PC","1993","2033$ (2014)","427$ (2014)",,,,"Highway, Cegep, Park - green area, Bicycle path, Public transport","Municipal sewer",,,,,"Heated, Fitted, Single width","Garage, (1 place)","Residential",,"Municipality",,,"228,400$",,,
"25764099","823 PC","2011","1974$ (2014)","415$ (2014)",,,"Electric baseboard units","Highway, Cegep, Elementary school, High school, Hospital, Park - green area, Public transport, University","Municipal sewer",,,,"Panoramic, Mountain, City","Heated","Garage, (1 place)","Residential",,"Municipality",,,"238,800$",,,
"25764902",,"1910","10574$ (2014)","515$ (2014)",,,"Air circulation, Electric baseboard units","Cegep, Elementary school, High school, Hospital, Park - green area, Bicycle path, Public transport","Municipal sewer",,,,,"Attached","Garage, (1 place), Outdoor, (5 places)","Commercial, Residential","3315 PC","Municipality",,,"330,100$",,,
"25772095","1506 PC","1987","3365$ (2014)","760$ (2014)",,,"Electric baseboard units","Highway, Elementary school, Golf, Hospital, Park - green area, Cross-country skiing, Public transport","Municipal sewer",,,,,"Heated, Single width","Garage, (1 place), Outdoor, (2 places)","Residential",,"Municipality",,,"454,800$",,,
"25779802",,"1975","3743$ (2014)","833$ (2014)",,,"Electric baseboard units","Cegep, Elementary school, High school, Hospital, Park - green area, Public transport","Municipal sewer",,,,,,"Outdoor, (2 places)","Residential","3112 PC","Municipality",,,"473,600$",,,
"25808280","801 PC",,"$","$",,,"Electric baseboard units",,"Municipal sewer",,,,,,,"Residential",,"Municipality",,,,,,
"25826192","2240 PC","1966","3194$ (2014)","711$ (2014)",,,,"Highway, Elementary school, High school, Hospital","Municipal sewer",,,,,"Fitted, Single width","Garage, (2 places)","Residential","2380 PC","Municipality",,,"412,900$",,,
"25828960",,,"6504$ (2014)","275$ (2014)",,,,"Highway, Public transport","Municipal sewer",,,,,,,"Commercial",,"Municipality",,,"2$",,,
"25830906","1500 PC",,"$","$",,,"Electric baseboard units",,"Municipal sewer",,,,,,"Garage, (1 place)","Residential",,"Municipality",,,,,,
"25839917",,"1989","3140$ (2014)","629$ (2013)",,,,,"Municipal sewer",,,,,"Single width","Garage, (1 place), Outdoor, (2 places)","Residential","488.5 MC","Municipality",,,"381,300$",,,
"25847448","63.3 MC","1957","883$ (2014)","182$ (2014)",,,"Hot water","Cegep, Hospital, Park - green area, Bicycle path, Cross-country skiing, Public transport, University","Municipal sewer",,,,,,,"Residential",,"Municipality",,,"6,800,000$",,,
"25850419","1152 PC","2006","3507$ (2013)","671$ (2013)",,,"Air circulation",,"Municipal sewer",,,,,"Heated, Fitted","Garage, (1 place)","Residential","24 MC","Municipality",,,"337,600$",,,
"25857307",,"2003","11966$ (2014)","2316$ (2013)",,,"Air circulation","Highway, Cegep, Elementary school, High school, Golf, Hospital, Park - green area, Bicycle path, Public transport","Municipal sewer",,,,,"Attached, Heated, Double width or more","Garage, (4 places), Outdoor, (4 places)","Residential","10775 PC","Municipality",,,"1,420,700$",,,
"25867298","1051 PC","2005","3178$ (2014)","698$ (2014)",,,"Electric baseboard units","Highway, Cegep, Elementary school, High school, Golf, Park - green area, Bicycle path, Public transport","Municipal sewer",,,,"Panoramic, Water","Heated, Fitted, Single width","Garage, (1 place)","Residential",,"Municipality",,,"392,800$",,,
"25877906","2610 PC",,"$","$",,,"Air circulation","Cegep, Elementary school, High school, Hospital, Park - green area, Bicycle path, Public transport","Municipal sewer",,,,"Panoramic, Water","Heated, Fitted, Single width","Garage, (1 place), Outdoor, (1 place)","Residential","2687.7 PC","Municipality",,,,,,
"25891111",,"1950","2902$ (2014)","614$ (2014)",,,"Electric baseboard units",,"Municipal sewer",,,,,"Detached","Garage, (2 places), Outdoor, (6 places)","Residential","12297.6 PC","Municipality",,,"349,700$",,,
"25898752","273.1 MC","1955","5411$ (2014)","1103$ (2013)",,,"Hot water, Electric baseboard units","Highway, Cegep, Elementary school, High school, Golf, Hospital, Park - green area, Bicycle path, Cross-country skiing, Public transport, University","Municipal sewer",,,,,"Detached","Garage, (1 place), Outdoor, (6 places)","Residential","518.7 MC","Municipality",,,"674,300$",,,
"25900481","626 PC","2012","1059$ (2014)","301$ (2014)",,,"Electric baseboard units","Highway, Cegep, Hospital, Public transport, University","Municipal sewer",,,,,,,"Residential",,"Municipality",,,"246,900$",,,
"25903484","165 MC","1870","2865$ (2014)","638$ (2014)",,,"Space heating baseboards","Elementary school, High school, Hospital, Park - green area, Bicycle path, Public transport, University","Municipal sewer",,,,,,"Outdoor, (1 place)","Residential","95.6 MC","Municipality",,,"2$",,,
"25940075","895 PC","2000","2159$ (2014)","448$ (2014)",,,"Electric baseboard units","Highway, Cegep, Elementary school, High school, Hospital, Park - green area, Bicycle path, Public transport, University","Municipal sewer",,,,,,"Outdoor, (1 place)","Residential",,"Municipality",,,"254,600$",,,
"25952908","2610 PC",,"$","$",,,"Air circulation","Cegep, Elementary school, High school, Hospital, Park - green area, Bicycle path, Public transport","Municipal sewer",,,,"Panoramic, Water","Heated, Fitted, Single width","Garage, (1 place), Outdoor, (1 place)","Residential","3176 PC","Municipality",,,,,,
"25959825","724 PC","1977","1794$ (2014)","374$ (2013)",,,"Electric baseboard units",,"Municipal sewer",,,,,"Heated, Fitted, Single width","Garage, (1 place)","Residential",,"Municipality",,,"212,900$",,,
"25975469",,"1915","5131$ (2014)","593$ (2014)",,,"Electric baseboard units","Cegep, Elementary school, High school, Hospital, Public transport","Municipal sewer",,,,,,"Outdoor, (2 places)","Commercial, Residential","2160 PC","Municipality",,,"362,500$",,,
"25983167","746 PC","2008","2083$ (2014)","454$ (2014)",,,"Electric baseboard units","Highway, Cegep, Elementary school, High school, Hospital, Park - green area, Bicycle path, Public transport, University","Municipal sewer",,,,,,,"Residential",,"Municipality",,,"255,100$",,,
"25989748","1686 PC","2008","4367$ (2014)","830$ (2014)",,,"Air circulation","Highway, Elementary school, High school, Hospital, Park - green area, Bicycle path, Public transport","Municipal sewer",,,,,,"Garage, (2 places)",,"1340 PC","Municipality",,,"462,400$",,,
"25993976","170 MC","2012","3129$ (2014)","654$ (2014)",,,"Electric baseboard units","Highway, international airport, Cegep, High school, Hospital, Park - green area, Bicycle path, Public transport, University","Municipal sewer",,,,"Panoramic","Heated, Double width or more, Fitted","Garage, (2 places)","Residential",,"Municipality",,,"393,600$",,,
"25999100","1203 PC","1988","3782$ (2014)","798$ (2015)",,,"Electric baseboard units","Cegep, Elementary school, Hospital, Park - green area, Bicycle path, Cross-country skiing, Public transport, University","Municipal sewer",,,,"Mountain","Heated, Fitted","Garage, (1 place)","Residential",,"Municipality",,,"490,500$",,,
"26007423","1125 PC","1990","2067$ (2013)","434$ (2013)",,,"Electric baseboard units","Highway, Cegep, Elementary school, High school, Hospital, Park - green area, Bicycle path","Municipal sewer",,,,,,,"Residential",,"Municipality",,,"282,000$",,,
"26015781","1525 PC","1993","2856$ (2014)","549$ (2014)",,,"Air circulation, Space heating baseboards, Electric baseboard units","Highway, Cegep, Elementary school, High school, Hospital, Park - green area, Bicycle path, Public transport","Municipal sewer",,,,,"Heated, Fitted","Garage, (1 place)","Residential",,"With water meter, Municipality",,,"310,400$",,,
"26025951","654 PC","2012","$","$",,,"Electric baseboard units","Highway, Elementary school, High school, Hospital, Park - green area, Public transport, University","Municipal sewer",,,,,,,"Residential",,"Municipality",,,"241,600$",,,
"26031330","1560 PC","1980","3239$ (2014)","635$ (2014)",,,"Air circulation, Electric baseboard units","Elementary school, High school, Bicycle path, Public transport","Municipal sewer",,,,,"Heated, Detached, Single width","Garage, (1 place), Outdoor, (4 places)","Residential","8359 PC","Municipality",,,"360,300$",,,
"26034714",,,"1837$ (2014)","377$ (2014)",,,,"Highway, Lachine canal, Cegep, Elementary school, High school, Hospital, Park - green area, Bicycle path, Public transport","Municipal sewer",,,,,,,,,"Municipality",,,"217,100$",,,
"26041462",,"1910","5248$ (2014)","1127$ (2014)",,,"Electric baseboard units","Highway, Cegep, Hospital, Park - green area, Public transport, University","Municipal sewer",,,,,,"Outdoor, (2 places)","Residential",,"Municipality",,,"671,100$",,,
"26049057",,"1922","19756$ (2014)","1011$ (2014)",,,"Electric baseboard units",,"Municipal sewer",,,,,,,"Commercial, Residential","337 MC","Municipality",,,"581,700$",,,
"26053690","480 PC","2012","1437$ (2013)","302$ (2013)",,,,"Highway, Cegep, Elementary school, High school, Park - green area, Public transport","Municipal sewer",,,,,,,"Commercial, Residential",,"Municipality",,,"174,400$",,,
"26070890","1223 PC","2010","2897$ (2014)","609$ (2014)",,,"Electric baseboard units","Highway, Elementary school, High school, Park - green area, Bicycle path, Public transport","Municipal sewer",,,,,"Heated, Fitted","Garage, (18 places)","Residential",,"Municipality",,,"356,000$",,,
"26071070","1050 PC","1952","4506$ (2014)","970$ (2014)",,,"Hot water, Electric baseboard units","Elementary school, Park - green area, Public transport, University","Municipal sewer",,,,,"Double width or more","Garage, (2 places), Outdoor, (1 place)","Residential","4230 PC","Municipality",,,"557,800$",,,
"26073116","956 PC","2010","1911$ (2014)","429$ (2014)",,,,"Highway, Elementary school, High school, Hospital, Park - green area, Bicycle path, Public transport","Municipal sewer",,,,,,,,,"Municipality",,,"237,800$",,,
"26084294",,"1962","3715$ (2013)","821$ (2013)",,,"Electric baseboard units","Elementary school, Hospital, Park - green area, Public transport","Municipal sewer",,,,,"Fitted","Garage, (1 place), Outdoor, (1 place)","Residential","3778 PC","Municipality",,,,,,
"26092782","1153 PC","1937","1239$ (2014)","267$ (2014)",,,"Electric baseboard units","Highway, Elementary school, High school, Park - green area, Public transport","Municipal sewer",,,,,,,"Residential","2353 PC","Municipality",,,"436,700$",,,
"26095865","1050 PC","1985","2349$ (2014)","516$ (2014)",,,"Electric baseboard units","Highway, Bicycle path, Public transport","Municipal sewer",,,,,,"Outdoor, (1 place)","Residential",,"Municipality",,,"310,300$",,,
"26142215","1500 PC",,"$","$",,,"Air circulation","Highway, Public transport","Municipal sewer",,,,,,,"Commercial",,"Municipality",,,,,,
"26170811","1152 PC","2014","$","$",,,"Electric baseboard units",,"Municipal sewer",,,,,,"Garage, (1 place)","Residential",,"Municipality",,,,,,
"26172856","2820 PC","2009","13662$ (2014)","2932$ (2014)",,,"Electric baseboard units","Cegep, Elementary school, High school, Hospital, Park - green area, Bicycle path, Cross-country skiing, Public transport, University","Municipal sewer",,,,"Mountain, City","Heated, Fitted","Garage, (2 places)","Residential",,"Municipality",,,"1,657,900$",,,
"26198642",,,"4140$ (2014)","877$ (2014)",,,"Electric baseboard units",,"Municipal sewer",,,,,,"In carport, (2 places), Vignette, (2 places)","Residential",,"Municipality",,,"532,500$",,,
